"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","SOME","Wild cabbage",1,363,"Brassicaceae"
"2","SOME","Wild cabbage",1,250,"Brassicaceae"
"3","SOME","Wild cabbage",1,459,"Brassicaceae"
"4","SOME","Wild cabbage",1,404,"Brassicaceae"
"5","SOME","Wild cabbage",1,132,"Brassicaceae"
"6","SOME","Wild cabbage",1,55,"Brassicaceae"
"7","SOME","Wild cabbage",1,451,"Brassicaceae"
"8","SOME","Wild cabbage",1,319,"Brassicaceae"
"9","SOME","Wild cabbage",1,439,"Brassicaceae"
"10","SOME","Wild cabbage",1,554,"Brassicaceae"
"11","SOME","Pak choi",0,0,"Brassicaceae"
"12","SOME","Pak choi",1,200,"Brassicaceae"
"13","SOME","Pak choi",1,169,"Brassicaceae"
"14","SOME","Pak choi",0,0,"Brassicaceae"
"15","SOME","Pak choi",0,0,"Brassicaceae"
"16","SOME","Pak choi",1,184,"Brassicaceae"
"17","SOME","Pak choi",0,0,"Brassicaceae"
"18","SOME","Pak choi",1,83,"Brassicaceae"
"19","SOME","Pak choi",0,0,"Brassicaceae"
"20","SOME","Pak choi",0,0,"Brassicaceae"
"21","SOME","Rocket",1,583,"Brassicaceae"
"22","SOME","Rocket",0,0,"Brassicaceae"
"23","SOME","Rocket",0,0,"Brassicaceae"
"24","SOME","Rocket",0,0,"Brassicaceae"
"25","SOME","Rocket",0,0,"Brassicaceae"
"26","SOME","Rocket",1,787,"Brassicaceae"
"27","SOME","Rocket",1,385,"Brassicaceae"
"28","SOME","Rocket",1,0,"Brassicaceae"
"29","SOME","Rocket",1,520,"Brassicaceae"
"30","SOME","Rocket",1,1068,"Brassicaceae"
"31","SOME","White mustard",1,227,"Brassicaceae"
"32","SOME","White mustard",1,43,"Brassicaceae"
"33","SOME","White mustard",1,38,"Brassicaceae"
"34","SOME","White mustard",1,28,"Brassicaceae"
"35","SOME","White mustard",1,30,"Brassicaceae"
"36","SOME","White mustard",1,459,"Brassicaceae"
"37","SOME","White mustard",1,1048,"Brassicaceae"
"38","SOME","White mustard",1,565,"Brassicaceae"
"39","SOME","White mustard",1,655,"Brassicaceae"
"40","SOME","White mustard",1,860,"Brassicaceae"
"41","SOME ","Water morning glory",0,0,"Convolvulaceae"
"42","SOME ","Water morning glory",0,0,"Convolvulaceae"
"43","SOME ","Water morning glory",0,0,"Convolvulaceae"
"44","SOME ","Water morning glory",0,0,"Convolvulaceae"
"45","SOME ","Water morning glory",0,0,"Convolvulaceae"
"46","SOME ","Water morning glory",0,0,"Convolvulaceae"
"47","SOME ","Water morning glory",0,0,"Convolvulaceae"
"48","SOME ","Water morning glory",0,0,"Convolvulaceae"
"49","SOME ","Water morning glory",0,0,"Convolvulaceae"
"50","SOME ","Water morning glory",0,0,"Convolvulaceae"
"51","SOME","Morning glory",1,282,"Convolvulaceae"
"52","SOME","Morning glory",1,275,"Convolvulaceae"
"53","SOME","Morning glory",0,0,"Convolvulaceae"
"54","SOME","Morning glory",0,0,"Convolvulaceae"
"55","SOME","Morning glory",0,0,"Convolvulaceae"
