"","Species","Treatment","Treatment.number","Seed.production","Family"
"1","SOME","BROL 100%",0,0,"Brassicaceae"
"2","SOME","BROL 100%",0,0,"Brassicaceae"
"3","SOME","BROL 100%",0,0,"Brassicaceae"
"4","SOME","BROL 100%",0,0,"Brassicaceae"
"5","SOME","BROL 100%",0,0,"Brassicaceae"
"6","SOME","BROL 100%",0,0,"Brassicaceae"
"7","SOME","BROL 100%",0,0,"Brassicaceae"
"8","SOME","BROL 100%",0,0,"Brassicaceae"
"9","SOME","BROL 100%",0,0,"Brassicaceae"
"10","SOME","BROL 100%",0,0,"Brassicaceae"
"11","SOME","BRRA 100%",0,0,"Brassicaceae"
"12","SOME","BRRA 100%",0,0,"Brassicaceae"
"13","SOME","BRRA 100%",0,0,"Brassicaceae"
"14","SOME","BRRA 100%",0,0,"Brassicaceae"
"15","SOME","BRRA 100%",0,0,"Brassicaceae"
"16","SOME","BRRA 100%",0,0,"Brassicaceae"
"17","SOME","BRRA 100%",0,0,"Brassicaceae"
"18","SOME","BRRA 100%",0,0,"Brassicaceae"
"19","SOME","BRRA 100%",0,0,"Brassicaceae"
"20","SOME","BRRA 100%",0,0,"Brassicaceae"
"21","SOME","ERSA 100%",0,0,"Brassicaceae"
"22","SOME","ERSA 100%",0,0,"Brassicaceae"
"23","SOME","ERSA 100%",0,0,"Brassicaceae"
"24","SOME","ERSA 100%",0,0,"Brassicaceae"
"25","SOME","ERSA 100%",0,0,"Brassicaceae"
"26","SOME","ERSA 100%",0,0,"Brassicaceae"
"27","SOME","ERSA 100%",0,0,"Brassicaceae"
"28","SOME","ERSA 100%",0,0,"Brassicaceae"
"29","SOME","ERSA 100%",0,0,"Brassicaceae"
"30","SOME","ERSA 100%",0,0,"Brassicaceae"
"31","SOME","SIAL 100%",0,0,"Brassicaceae"
"32","SOME","SIAL 100%",0,0,"Brassicaceae"
"33","SOME","SIAL 100%",NA,0,"Brassicaceae"
"34","SOME","SIAL 100%",0,0,"Brassicaceae"
"35","SOME","SIAL 100%",0,0,"Brassicaceae"
"36","SOME","SIAL 100%",0,0,"Brassicaceae"
"37","SOME","SIAL 100%",0,0,"Brassicaceae"
"38","SOME","SIAL 100%",0,0,"Brassicaceae"
"39","SOME","SIAL 100%",0,0,"Brassicaceae"
"40","SOME","SIAL 100%",0,0,"Brassicaceae"
"41","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"42","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"43","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"44","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"45","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"46","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"47","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"48","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"49","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"50","SOME ","IPAQ 100%",0,0,"Convolvulaceae"
"51","SOME","IPPU 100%",0,0,"Convolvulaceae"
"52","SOME","IPPU 100%",0,0,"Convolvulaceae"
"53","SOME","IPPU 100%",0,0,"Convolvulaceae"
"54","SOME","IPPU 100%",0,0,"Convolvulaceae"
"55","SOME","IPPU 100%",0,0,"Convolvulaceae"
"56","SOME","IPPU 100%",0,0,"Convolvulaceae"
"57","SOME","IPPU 100%",0,0,"Convolvulaceae"
"58","SOME","IPPU 100%",0,0,"Convolvulaceae"
"59","SOME","IPPU 100%",0,0,"Convolvulaceae"
"60","SOME","IPPU 100%",0,0,"Convolvulaceae"
"61","SOME","CAAN 100%",0,0,"Solanaceae"
"62","SOME","CAAN 100%",0,0,"Solanaceae"
"63","SOME","CAAN 100%",0,0,"Solanaceae"
"64","SOME","CAAN 100%",0,0,"Solanaceae"
"65","SOME","CAAN 100%",0,0,"Solanaceae"
"66","SOME","CAAN 100%",0,0,"Solanaceae"
"67","SOME","CAAN 100%",1,0,"Solanaceae"
"68","SOME","CAAN 100%",0,0,"Solanaceae"
"69","SOME","CAAN 100%",0,0,"Solanaceae"
"70","SOME","CAAN 100%",0,0,"Solanaceae"
"71","SOME","PEIN 100%",1,0,"Solanaceae"
"72","SOME","PEIN 100%",1,0,"Solanaceae"
"73","SOME","PEIN 100%",1,36,"Solanaceae"
"74","SOME","PEIN 100%",0,0,"Solanaceae"
"75","SOME","PEIN 100%",1,0,"Solanaceae"
"76","SOME","PEIN 100%",0,0,"Solanaceae"
"77","SOME","PEIN 100%",0,0,"Solanaceae"
"78","SOME","PEIN 100%",0,0,"Solanaceae"
"79","SOME","PEIN 100%",0,0,"Solanaceae"
"80","SOME","PEIN 100%",0,0,"Solanaceae"
"81","SOME","SOLY 100%",0,0,"Solanaceae"
"82","SOME","SOLY 100%",0,0,"Solanaceae"
"83","SOME","SOLY 100%",0,0,"Solanaceae"
"84","SOME","SOLY 100%",0,0,"Solanaceae"
"85","SOME","SOLY 100%",0,0,"Solanaceae"
"86","SOME","SOLY 100%",0,0,"Solanaceae"
"87","SOME","SOLY 100%",0,0,"Solanaceae"
"88","SOME","SOLY 100%",0,0,"Solanaceae"
"89","SOME","SOLY 100%",0,0,"Solanaceae"
"90","SOME","SOLY 100%",0,0,"Solanaceae"
"91","SOME","SOME 100%",1,0,"Solanaceae"
"92","SOME","SOME 100%",2,0,"Solanaceae"
"93","SOME","SOME 100%",3,0,"Solanaceae"
"94","SOME","SOME 100%",4,0,"Solanaceae"
"95","SOME","SOME 100%",5,0,"Solanaceae"
"96","SOME","SOME 100%",6,0,"Solanaceae"
"97","SOME","SOME 100%",7,0,"Solanaceae"
"98","SOME","SOME 100%",8,0,"Solanaceae"
"99","SOME","SOME 100%",9,0,"Solanaceae"
"100","SOME","SOME 100%",10,0,"Solanaceae"
"101","SOME","Cross",1,231,"other"
"102","SOME","Cross",1,676,"other"
"103","SOME","Cross",1,741,"other"
"104","SOME","Cross",1,524,"other"
"105","SOME","Cross",1,370,"other"
"106","SOME","Cross",1,409,"other"
"107","SOME","Cross",1,629,"other"
"108","SOME","Cross",1,805,"other"
"109","SOME","Cross",1,803,"other"
"110","SOME","Cross",1,920,"other"
"111","SOME","Self",1,718,"other"
"112","SOME","Self",1,753,"other"
"113","SOME","Self",1,1026,"other"
"114","SOME","Self",1,914,"other"
"115","SOME","Self",1,479,"other"
"116","SOME","Self",1,499,"other"
"117","SOME","Self",1,570,"other"
"118","SOME","Self",1,599,"other"
"119","SOME","Self",1,1720,"other"
"120","SOME","Self",1,1607,"other"
"121","SOME","Control",0,0,"other"
"122","SOME","Control",0,0,"other"
"123","SOME","Control",0,0,"other"
"124","SOME","Control",0,0,"other"
"125","SOME","Control",0,0,"other"
"126","SOME","Control",0,0,"other"
"127","SOME","Control",0,0,"other"
"128","SOME","Control",0,0,"other"
"129","SOME","Control",0,0,"other"
"130","SOME","Control",0,0,"other"
"131","SOME","Flower control",1,844,"other"
"132","SOME","Flower control",1,552,"other"
"133","SOME","Flower control",1,85,"other"
"134","SOME","Flower control",1,376,"other"
"135","SOME","Flower control",0,0,"other"
"136","SOME","Flower control",1,308,"other"
"137","SOME","Flower control",0,0,"other"
"138","SOME","Flower control",0,0,"other"
"139","SOME","Flower control",0,0,"other"
"140","SOME","Flower control",1,13,"other"
