"","Species","Treatment","Treatment.number","Seed.production","Family"
"32","SOLY","Sinapis alba",2,1,"Brassicaceae"
"33","SOLY","Sinapis alba",3,3,"Brassicaceae"
"34","SOLY","Sinapis alba",4,3,"Brassicaceae"
"35","SOLY","Sinapis alba",5,0,"Brassicaceae"
"36","SOLY","Sinapis alba",6,0,"Brassicaceae"
"37","SOLY","Sinapis alba",7,0,"Brassicaceae"
"38","SOLY","Sinapis alba",8,0,"Brassicaceae"
"39","SOLY","Sinapis alba",9,24,"Brassicaceae"
"40","SOLY","Sinapis alba",10,0,"Brassicaceae"
"41","SOLY","Ipomoea aquatica",1,0,"Convolvulaceae"
"42","SOLY","Ipomoea aquatica",2,0,"Convolvulaceae"
"43","SOLY","Ipomoea aquatica",3,13,"Convolvulaceae"
"44","SOLY","Ipomoea aquatica",4,0,"Convolvulaceae"
"45","SOLY","Ipomoea aquatica",5,0,"Convolvulaceae"
"46","SOLY","Ipomoea aquatica",6,0,"Convolvulaceae"
"47","SOLY","Ipomoea aquatica",7,0,"Convolvulaceae"
"48","SOLY","Ipomoea aquatica",8,0,"Convolvulaceae"
"49","SOLY","Ipomoea aquatica",9,0,"Convolvulaceae"
"50","SOLY","Ipomoea aquatica",10,0,"Convolvulaceae"
"51","SOLY","Ipomoea purpurea",1,0,"Convolvulaceae"
"52","SOLY","Ipomoea purpurea",2,0,"Convolvulaceae"
"53","SOLY","Ipomoea purpurea",3,0,"Convolvulaceae"
"54","SOLY","Ipomoea purpurea",4,0,"Convolvulaceae"
"55","SOLY","Ipomoea purpurea",5,5,"Convolvulaceae"
"56","SOLY","Ipomoea purpurea",6,2,"Convolvulaceae"
"57","SOLY","Ipomoea purpurea",7,0,"Convolvulaceae"
"58","SOLY","Ipomoea purpurea",8,4,"Convolvulaceae"
"59","SOLY","Ipomoea purpurea",9,3,"Convolvulaceae"
"60","SOLY","Ipomoea purpurea",10,0,"Convolvulaceae"
"61","SOLY","Capsicum annuum",1,0,"Solanaceae"
"62","SOLY","Capsicum annuum",2,0,"Solanaceae"
"63","SOLY","Capsicum annuum",3,0,"Solanaceae"
"64","SOLY","Capsicum annuum",4,0,"Solanaceae"
"65","SOLY","Capsicum annuum",5,0,"Solanaceae"
"66","SOLY","Capsicum annuum",6,0,"Solanaceae"
"67","SOLY","Capsicum annuum",7,0,"Solanaceae"
"68","SOLY","Capsicum annuum",8,0,"Solanaceae"
"69","SOLY","Capsicum annuum",9,0,"Solanaceae"
"70","SOLY","Capsicum annuum",10,0,"Solanaceae"
"71","SOLY","Petunia integrifolia",1,61,"Solanaceae"
"72","SOLY","Petunia integrifolia",2,49,"Solanaceae"
"73","SOLY","Petunia integrifolia",3,69,"Solanaceae"
"74","SOLY","Petunia integrifolia",4,5,"Solanaceae"
"75","SOLY","Petunia integrifolia",5,0,"Solanaceae"
"76","SOLY","Petunia integrifolia",6,31,"Solanaceae"
"77","SOLY","Petunia integrifolia",7,20,"Solanaceae"
"78","SOLY","Petunia integrifolia",8,17,"Solanaceae"
"79","SOLY","Petunia integrifolia",9,8,"Solanaceae"
"80","SOLY","Petunia integrifolia",10,0,"Solanaceae"
"81","SOLY","Solanum lycopersicum",1,NA,"Solanaceae"
"82","SOLY","Solanum lycopersicum",2,NA,"Solanaceae"
"83","SOLY","Solanum lycopersicum",3,NA,"Solanaceae"
"84","SOLY","Solanum lycopersicum",4,NA,"Solanaceae"
"85","SOLY","Solanum lycopersicum",5,NA,"Solanaceae"
"86","SOLY","Solanum lycopersicum",6,NA,"Solanaceae"
"87","SOLY","Solanum lycopersicum",7,NA,"Solanaceae"
"88","SOLY","Solanum lycopersicum",8,NA,"Solanaceae"
"89","SOLY","Solanum lycopersicum",9,NA,"Solanaceae"
"90","SOLY","Solanum lycopersicum",10,NA,"Solanaceae"
"91","SOLY","Solanum melongena",1,36,"Solanaceae"
"92","SOLY","Solanum melongena",2,38,"Solanaceae"
"93","SOLY","Solanum melongena",3,0,"Solanaceae"
"94","SOLY","Solanum melongena",4,5,"Solanaceae"
"95","SOLY","Solanum melongena",5,64,"Solanaceae"
"96","SOLY","Solanum melongena",6,11,"Solanaceae"
"97","SOLY","Solanum melongena",7,5,"Solanaceae"
"98","SOLY","Solanum melongena",8,9,"Solanaceae"
"99","SOLY","Solanum melongena",9,2,"Solanaceae"
"100","SOLY","Solanum melongena",10,96,"Solanaceae"
"101","SOLY","Cross",1,107,"other"
"102","SOLY","Cross",2,92,"other"
"103","SOLY","Cross",3,92,"other"
"104","SOLY","Cross",4,92,"other"
"105","SOLY","Cross",5,96,"other"
"106","SOLY","Cross",6,59,"other"
"107","SOLY","Cross",7,71,"other"
"108","SOLY","Cross",8,79,"other"
"109","SOLY","Cross",9,66,"other"
"110","SOLY","Cross",10,107,"other"
"111","SOLY","Cross",11,93,"other"
"112","SOLY","Cross",12,38,"other"
"113","SOLY","Cross",13,121,"other"
"114","SOLY","Cross",14,44,"other"
"115","SOLY","Cross",15,90,"other"
"116","SOLY","Cross",16,64,"other"
"117","SOLY","Cross",17,53,"other"
"118","SOLY","Cross",18,98,"other"
"119","SOLY","Cross",19,108,"other"
"120","SOLY","Cross",20,93,"other"
"121","SOLY","Self",1,0,"other"
"122","SOLY","Self",2,6,"other"
"123","SOLY","Self",3,0,"other"
"124","SOLY","Self",4,81,"other"
"125","SOLY","Self",5,4,"other"
"126","SOLY","Self",6,44,"other"
"127","SOLY","Self",7,113,"other"
"128","SOLY","Self",8,64,"other"
"129","SOLY","Self",9,0,"other"
"130","SOLY","Self",10,88,"other"
"131","SOLY","Control",1,0,"other"
"132","SOLY","Control",2,0,"other"
"133","SOLY","Control",3,0,"other"
"134","SOLY","Control",4,0,"other"
"135","SOLY","Control",5,0,"other"
"136","SOLY","Control",6,0,"other"
"137","SOLY","Control",7,0,"other"
"138","SOLY","Control",8,0,"other"
"139","SOLY","Control",9,0,"other"
"140","SOLY","Control",10,0,"other"
"141","SOLY","Control",11,0,"other"
"142","SOLY","Flower control",1,66,"other"
"143","SOLY","Flower control",2,72,"other"
"144","SOLY","Flower control",3,33,"other"
"145","SOLY","Flower control",4,81,"other"
"146","SOLY","Flower control",5,64,"other"
"147","SOLY","Flower control",6,85,"other"
"148","SOLY","Flower control",7,0,"other"
"149","SOLY","Flower control",8,84,"other"
"150","SOLY","Flower control",9,53,"other"
"151","SOLY","Flower control",10,106,"other"
